nycsecond,start,7I9,141998399,283996799,+,600
nycsecond,change-func,7,141998399,283996799,func1,600
nycsecond,change-func,7I9,141998399,283996799,+,600
nycsecond,change-func,7I9I1I2I3I4I5I6I8I10I11,141998399,283996799,max,600
nycsecond,resizeup,7I9I1I2I3I4I5I6I8I10I11,141998399,283996799,max,650
nycsecond,zoomdown,7I9I1I2I3I4I5I6I8I10I11,0,283996799,max,650
nycsecond,change-func,7I9,0,283996799,*,650
nycsecond,change-column,8I4,0,283996799,*,650
nycsecond,change-column,5I8,0,283996799,*,650
nycsecond,change-func,7I9I1I2I3I4I5I6I8I10I11,0,283996799,mean,650
nycsecond,change-func,7I9,0,283996799,L22,650
nycsecond,change-column,8I4,0,283996799,L22,650
nycsecond,change-column,8I10,0,283996799,L22,650
nycsecond,resizedown,8I10,0,283996799,L22,600
nycsecond,change-column,3I9,0,283996799,L22,600
nycsecond,change-func,7I9I1I2I3I4I5I6I8I10I11,0,283996799,mean,600
nycsecond,zoomup,7I9I1I2I3I4I5I6I8I10I11,70999200,212997599,mean,600
nycsecond,change-func,1I4,70999200,212997599,/,600
nycsecond,resizeup,1I4,70999200,212997599,/,650
nycsecond,change-func,7I9,70999200,212997599,L22,650
nycsecond,change-func,7,70999200,212997599,boxcox_0,650
nycsecond,change-column,2,70999200,212997599,boxcox_0,650
nycsecond,resizeup,2,70999200,212997599,boxcox_0,700
nycsecond,change-func,7I9,70999200,212997599,-,700
nycsecond,change-column,1I4,70999200,212997599,-,700
nycsecond,change-column,10I1,70999200,212997599,-,700
nycsecond,change-column,10I8,70999200,212997599,-,700
nycsecond,change-func,7I9,70999200,212997599,+,700
nycsecond,paningleft,7I9,37876989,179875388,+,700
nycsecond,zoomdown,7I9,1,283996799,+,700
nycsecond,change-column,8I7,1,283996799,+,700
nycsecond,resizeup,8I7,1,283996799,+,750
nycsecond,change-column,7I4,1,283996799,+,750
nycsecond,change-column,10I6,1,283996799,+,750
nycsecond,change-func,7I9,1,283996799,*,750
nycsecond,change-func,7I9I1I2I3I4I5I6I8I10I11,1,283996799,mean,750
nycsecond,resizedown,7I9I1I2I3I4I5I6I8I10I11,1,283996799,mean,700
nycsecond,change-func,7I9I1I2I3I4I5I6I8I10I11,1,283996799,max,700
nycsecond,change-func,7I9I1I2I3I4I5I6I8I10I11,1,283996799,weightsum,700
nycsecond,change-func,7I9,1,283996799,-,700
nycsecond,change-column,4I8,1,283996799,-,700
nycsecond,change-func,7,1,283996799,func1,700
nycsecond,change-column,8,1,283996799,func1,700
nycsecond,change-column,4,1,283996799,func1,700
nycsecond,resizeup,4,1,283996799,func1,750
nycsecond,change-func,7I9I1I2I3I4I5I6I8I10I11,1,283996799,weightsum,750
nycsecond,change-func,7I9I1I2I3I4I5I6I8I10I11,1,283996799,max,750
nycsecond,change-func,7I9,1,283996799,*,750
nycsecond,change-func,7I9I1I2I3I4I5I6I8I10I11,1,283996799,L2,750
nycsecond,zoomup,7I9I1I2I3I4I5I6I8I10I11,70999201,212997599,L2,750
nycsecond,resizeup,7I9I1I2I3I4I5I6I8I10I11,70999201,212997599,L2,800
nycsecond,change-func,7I9I1I2I3I4I5I6I8I10I11,70999201,212997599,variance,800
nycsecond,resizedown,7I9I1I2I3I4I5I6I8I10I11,70999201,212997599,variance,750
nycsecond,change-func,7I9I1I2I3I4I5I6I8I10I11,70999201,212997599,mean,750
nycsecond,change-func,7I9I1I2I3I4I5I6I8I10I11,70999201,212997599,variance,750
nycsecond,resizeup,7I9I1I2I3I4I5I6I8I10I11,70999201,212997599,variance,800
nycsecond,resizedown,7I9I1I2I3I4I5I6I8I10I11,70999201,212997599,variance,750
nycsecond,change-func,7,70999201,212997599,boxcox_0,750
nycsecond,change-column,10,70999201,212997599,boxcox_0,750
nycsecond,change-column,11,70999201,212997599,boxcox_0,750
nycsecond,change-func,7I9I1I2I3I4I5I6I8I10I11,70999201,212997599,max,750
synthetic256m,start,1I2,126230400,252460800,+,600
synthetic256m,change-func,1,126230400,252460800,boxcox_0,600
synthetic256m,change-func,1I2I3I4I5,126230400,252460800,mean,600
synthetic256m,resizedown,1I2I3I4I5,126230400,252460800,mean,550
synthetic256m,change-func,1,126230400,252460800,boxcox_0,550
synthetic256m,change-column,4,126230400,252460800,boxcox_0,550
synthetic256m,change-column,5,126230400,252460800,boxcox_0,550
synthetic256m,change-func,1I2I3I4I5,126230400,252460800,variance,550
synthetic256m,change-func,1,126230400,252460800,func1,550
synthetic256m,change-func,1I2,126230400,252460800,/,550
synthetic256m,change-func,1,126230400,252460800,boxcox_0,550
synthetic256m,change-column,4,126230400,252460800,boxcox_0,550
synthetic256m,change-func,1I2I3I4I5,126230400,252460800,weightsum,550
synthetic256m,resizeup,1I2I3I4I5,126230400,252460800,weightsum,600
synthetic256m,resizedown,1I2I3I4I5,126230400,252460800,weightsum,550
synthetic256m,change-func,1I2,126230400,252460800,-,550
synthetic256m,change-func,1I2I3I4I5,126230400,252460800,variance,550
synthetic256m,change-func,1,126230400,252460800,boxcox_0,550
synthetic256m,resizeup,1,126230400,252460800,boxcox_0,600
synthetic256m,change-func,1I2,126230400,252460800,+,600
synthetic256m,zoomdown,1I2,0,252460800,+,600
synthetic256m,zoomup,1I2,63115200,189345600,+,600
synthetic256m,change-column,4I2,63115200,189345600,+,600
synthetic256m,change-func,1I2I3I4I5,63115200,189345600,mean,600
synthetic256m,zoomdown,1I2I3I4I5,0,252460800,mean,600
synthetic256m,resizeup,1I2I3I4I5,0,252460800,mean,650
synthetic256m,change-func,1I2,0,252460800,-,650
synthetic256m,change-func,1,0,252460800,boxcox_0,650
synthetic256m,change-func,1I2,0,252460800,*,650
synthetic256m,resizeup,1I2,0,252460800,*,700
synthetic256m,change-column,5I4,0,252460800,*,700
synthetic256m,change-column,3I1,0,252460800,*,700
synthetic256m,change-column,5I2,0,252460800,*,700
synthetic256m,change-column,1I4,0,252460800,*,700
synthetic256m,resizeup,1I4,0,252460800,*,750
synthetic256m,change-func,1I2,0,252460800,/,750
synthetic256m,change-func,1I2I3I4I5,0,252460800,mean,750
synthetic256m,change-func,1I2I3I4I5,0,252460800,L2,750
synthetic256m,change-func,1,0,252460800,func1,750
synthetic256m,change-func,1I2,0,252460800,*,750
synthetic256m,change-column,2I1,0,252460800,*,750
synthetic256m,change-func,1I2,0,252460800,+,750
synthetic256m,change-func,1I2,0,252460800,-,750
synthetic256m,change-column,5I3,0,252460800,-,750
synthetic256m,change-column,2I4,0,252460800,-,750
synthetic256m,change-column,2I3,0,252460800,-,750
synthetic256m,change-func,1I2,0,252460800,/,750
synthetic256m,change-column,2I3,0,252460800,/,750
synthetic256m,change-column,3I2,0,252460800,/,750
synthetic256m,change-func,1,0,252460800,func1,750
synthetic256m,change-func,1I2I3I4I5,0,252460800,mean,750
synthetic256m,change-func,1I2,0,252460800,-,750
synthetic256m,change-func,1I2I3I4I5,0,252460800,weightsum,750
synthetic256m,change-func,1I2,0,252460800,*,750
synthetic256m,change-func,1I2I3I4I5,0,252460800,max,750
synthetic256m,change-func,1I2,0,252460800,L22,750
synthetic256m,change-func,1I2I3I4I5,0,252460800,mean,750
synthetic256m,resizeup,1I2I3I4I5,0,252460800,mean,800
synthetic256m,resizedown,1I2I3I4I5,0,252460800,mean,750
synthetic256m,change-func,1I2I3I4I5,0,252460800,L2LN,750
synthetic256m,change-func,1I2I3I4I5,0,252460800,max,750
